ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,3P_O,3P_D,ADJ_T,WIN_PCT,CONF_ACC,CONF_AE,CONF_ASun,CONF_Amer,CONF_B10,CONF_B12,CONF_BE,CONF_BSky,CONF_BSth,CONF_BW,CONF_CAA,CONF_CUSA,CONF_GWC,CONF_Horz,CONF_Ind,CONF_Ivy,CONF_MAAC,CONF_MAC,CONF_MEAC,CONF_MVC,CONF_MWC,CONF_NEC,CONF_OVC,CONF_P12,CONF_Pat,CONF_SB,CONF_SC,CONF_SEC,CONF_SWAC,CONF_Slnd,CONF_Sum,CONF_WAC,CONF_WCC
104.9,102.4,51.9,49.2,18.6,18.8,31.0,27.5,41.5,41.8,37.7,32.0,68.7,0.6451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100.4,104.9,48.5,50.3,18.1,16.6,30.5,26.9,29.2,32.6,32.7,33.9,69.9,0.5405405405405406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104.4,106.5,51.5,51.3,17.0,18.7,25.2,33.0,39.9,34.7,36.3,34.1,69.7,0.5806451612903226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103.0,99.8,53.0,49.0,20.0,19.8,29.9,29.1,33.9,40.0,35.0,32.4,69.6,0.6451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
97.1,104.0,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,33.8,36.2,64.7,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109.8,108.9,51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,34.2,37.1,73.6,0.6774193548387096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
97.9,105.7,47.7,50.5,19.4,16.5,29.5,29.4,26.0,34.0,32.5,35.5,66.4,0.2903225806451613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
98.0,105.3,48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,31.7,36.2,71.0,0.4666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101.3,100.2,50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,34.1,32.1,63.5,0.6470588235294118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
108.9,100.4,52.5,48.9,18.7,20.1,32.6,29.8,34.6,36.6,33.0,32.2,71.8,0.7941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102.5,106.3,49.9,51.3,18.9,17.2,29.5,25.6,36.8,36.6,33.3,37.9,71.2,0.4838709677419355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104.1,113.7,49.4,56.0,18.6,18.8,30.2,31.3,33.1,35.3,33.2,38.2,70.8,0.3666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101.0,105.2,49.0,49.6,22.0,18.0,34.2,28.4,38.8,40.2,33.3,34.9,68.9,0.4827586206896552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104.8,104.0,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,33.6,32.4,69.9,0.6774193548387096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
93.4,105.0,47.4,50.8,21.7,19.9,28.3,31.2,32.1,40.5,31.8,35.1,66.2,0.2333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
112.2,100.6,52.7,49.1,18.3,19.6,35.9,27.9,38.0,36.1,35.4,33.6,71.6,0.84375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100.1,104.6,49.9,51.4,17.8,18.6,25.2,28.7,24.3,30.7,35.6,35.3,67.1,0.5517241379310345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
96.8,101.2,48.4,47.3,20.9,18.4,25.7,29.6,37.7,38.0,32.3,30.9,71.4,0.4666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
99.7,104.2,48.8,51.7,20.9,19.4,31.9,27.7,36.3,30.0,33.1,33.0,64.0,0.4838709677419355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104.7,105.9,51.4,50.2,18.0,16.6,26.9,28.9,33.6,31.6,33.7,34.0,69.4,0.5161290322580645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104.7,101.5,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,36.5,33.9,73.9,0.6363636363636364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
105.5,108.0,51.4,53.8,17.8,17.4,25.9,29.8,37.0,34.1,34.4,37.3,72.8,0.3793103448275862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102.4,108.8,47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,32.3,36.0,69.6,0.4333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
106.4,104.2,51.8,51.0,19.6,18.0,32.7,28.6,39.4,42.3,37.0,32.3,70.9,0.53125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
107.3,100.3,54.3,51.4,18.6,20.0,27.4,28.7,35.0,31.3,32.4,34.0,74.8,0.6774193548387096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
98.2,104.2,54.4,52.3,22.6,19.4,24.3,27.2,42.5,40.3,35.6,35.3,71.9,0.3448275862068966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
106.3,106.5,50.9,53.2,17.4,20.0,29.1,31.9,35.1,36.9,34.2,36.6,73.4,0.6333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
111.3,108.6,54.0,52.9,16.2,17.4,26.9,29.0,35.8,28.4,39.7,35.4,67.6,0.5588235294117647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102.8,106.6,52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,37.0,35.6,67.7,0.53125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101.0,98.5,50.0,48.5,19.6,20.7,33.2,24.7,34.4,39.5,32.4,31.6,66.4,0.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100.8,108.1,51.0,52.7,19.9,17.1,27.2,31.1,31.7,32.8,33.2,37.8,68.5,0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100.5,98.9,47.0,48.0,20.3,18.1,31.0,28.0,34.5,38.0,30.5,29.9,67.9,0.53125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102.4,103.3,50.5,48.0,19.4,18.7,32.5,32.7,43.8,43.2,34.4,35.0,65.3,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.1,104.5,49.8,51.3,18.7,21.4,29.6,33.0,39.8,42.3,36.7,35.8,67.9,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
97.6,109.5,49.0,52.3,21.1,16.5,29.5,32.3,44.1,36.5,32.8,36.0,62.8,0.2903225806451613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
103.3,102.5,49.3,48.9,17.6,19.2,33.3,32.8,40.2,31.9,34.2,35.2,61.1,0.5151515151515151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
99.9,110.1,49.8,53.3,19.2,21.1,30.1,34.1,37.9,45.4,34.0,38.9,66.8,0.3870967741935484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.4,120.0,51.7,55.1,21.7,15.9,31.3,34.6,38.0,29.6,40.2,35.1,59.1,0.2962962962962963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
98.8,106.2,49.7,50.8,18.8,18.2,30.6,29.7,31.3,48.5,36.1,35.2,66.1,0.2666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
96.8,106.9,46.9,53.2,19.6,20.5,31.9,33.9,29.8,42.3,31.4,34.1,77.3,0.3214285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100.5,104.7,48.8,50.1,20.1,20.7,34.7,33.9,34.6,52.5,34.8,34.9,66.2,0.4333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
105.4,106.5,53.0,50.5,18.1,17.8,28.3,30.6,34.9,39.8,38.3,34.1,70.2,0.6470588235294118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
103.0,106.3,51.5,50.8,20.5,19.2,32.1,28.8,43.3,38.0,31.9,35.0,65.9,0.5151515151515151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104.3,107.3,49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,35.2,36.1,64.3,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.1,108.1,50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,31.9,37.0,68.9,0.3548387096774194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100.9,117.3,48.8,57.6,16.9,19.3,26.7,35.8,31.1,44.4,31.7,35.2,81.9,0.2413793103448276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.4,106.3,51.3,51.9,17.7,17.4,27.1,27.5,28.0,38.5,36.3,37.4,68.3,0.3870967741935484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
96.0,110.8,47.1,53.0,18.5,18.7,26.3,34.0,27.0,41.4,32.5,37.4,69.3,0.2222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
99.2,104.2,48.8,51.0,20.0,20.8,30.4,32.7,38.2,45.0,33.0,35.6,70.0,0.4193548387096774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104.9,107.5,51.7,54.0,18.0,17.6,26.2,25.9,38.4,41.5,40.9,35.5,66.2,0.4333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
105.3,101.2,51.9,50.7,19.8,21.4,31.2,32.7,40.3,37.2,33.1,35.3,67.1,0.6551724137931034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
106.2,100.9,54.9,49.4,19.2,19.5,27.2,27.1,32.1,33.7,38.1,31.6,67.4,0.696969696969697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108.5,106.4,50.4,50.0,18.0,15.7,33.9,28.4,32.8,35.3,34.4,35.3,63.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
107.1,106.3,53.0,49.8,19.0,17.2,29.4,31.2,41.5,31.8,38.9,33.3,69.8,0.5882352941176471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104.2,115.6,49.3,57.9,17.2,19.7,28.0,35.4,32.8,40.9,33.9,38.9,81.7,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
106.5,103.9,52.4,50.2,19.9,19.4,34.3,30.4,30.1,34.8,37.0,36.4,68.3,0.78125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
96.7,112.4,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,32.0,40.7,70.1,0.2142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89.2,103.6,43.1,52.9,23.2,19.1,31.5,29.0,27.7,46.6,30.4,36.0,68.5,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108.8,107.4,52.7,53.4,17.5,18.0,28.1,28.2,31.9,38.3,38.4,34.2,68.0,0.5333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
98.3,111.5,50.1,55.3,20.6,19.2,26.6,27.8,34.6,27.9,34.8,36.2,66.7,0.3225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
103.5,97.5,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,34.7,32.0,68.9,0.78125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108.1,100.8,54.9,50.1,16.5,20.6,27.0,28.6,28.2,29.9,35.3,32.0,69.7,0.7419354838709677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
111.1,110.5,54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,37.8,35.8,65.4,0.59375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
106.5,119.4,54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,37.2,38.0,71.9,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100.8,114.7,49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,33.4,37.3,78.9,0.3793103448275862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89.3,106.7,45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,32.3,34.6,70.1,0.3214285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
95.0,108.1,46.8,54.4,21.7,21.0,29.0,32.7,31.8,36.1,33.0,36.3,70.8,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108.0,107.8,55.2,53.3,18.2,18.7,25.0,27.1,28.5,34.0,40.2,36.4,67.1,0.6774193548387096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.0,107.5,51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,36.3,36.4,67.9,0.4137931034482758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
107.9,102.0,54.6,52.6,20.0,20.5,37.0,23.9,30.0,30.5,35.9,39.1,68.5,0.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
107.7,96.6,55.4,47.9,18.4,20.1,28.7,30.0,24.9,24.2,36.0,31.2,68.0,0.8333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.9,105.3,51.0,52.7,19.3,20.1,28.8,32.3,35.7,34.7,33.8,34.6,68.3,0.3793103448275862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
105.5,103.2,54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,37.3,35.1,70.6,0.53125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
106.0,114.0,52.0,56.6,17.3,16.9,25.1,31.8,25.8,31.7,33.5,37.1,75.3,0.4444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104.4,98.1,51.2,51.0,17.1,22.2,31.4,29.7,30.6,32.2,33.8,35.0,69.0,0.8529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101.2,111.9,50.1,56.9,16.5,16.9,21.7,27.6,29.2,32.0,35.4,38.1,73.1,0.3793103448275862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
99.9,109.6,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,36.8,34.1,71.1,0.2258064516129032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
110.1,98.2,50.7,47.4,18.7,18.9,29.6,32.0,43.7,39.5,32.2,32.6,62.8,0.5454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
105.3,101.6,46.9,52.5,18.9,21.3,27.6,34.1,48.8,41.9,35.0,33.3,67.9,0.4117647058823529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
105.8,89.4,49.6,46.0,19.6,21.6,31.7,29.1,31.4,37.8,32.4,32.8,62.7,0.4848484848484848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
99.6,97.0,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,31.1,33.2,64.1,0.3870967741935484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
99.3,101.5,45.8,49.3,20.2,17.2,29.4,33.3,32.5,43.9,32.5,34.4,62.6,0.2580645161290322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
104.5,92.2,45.2,44.8,19.6,21.0,34.6,31.5,37.3,44.5,30.1,31.7,64.9,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
107.5,101.0,48.2,51.9,19.7,22.6,37.0,33.3,32.3,43.5,33.1,37.1,60.8,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
107.9,95.3,50.5,46.9,19.2,19.4,34.1,28.1,38.1,36.4,35.1,31.0,64.2,0.6363636363636364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114.1,99.2,54.4,46.6,20.0,18.1,31.9,33.1,42.4,34.4,39.6,34.0,63.6,0.5882352941176471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
105.4,96.3,49.6,46.6,19.9,18.2,28.3,34.6,40.7,39.1,33.9,32.9,65.7,0.5454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109.5,99.0,49.7,49.8,15.3,19.6,30.9,30.1,37.6,42.9,39.7,35.9,71.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
100.4,102.4,47.3,50.5,18.9,17.8,27.9,32.3,41.0,40.1,34.0,34.8,72.5,0.3548387096774194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
110.0,93.2,48.5,46.7,16.0,18.6,32.9,29.5,39.5,35.7,31.9,34.3,69.9,0.5833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108.0,96.4,48.1,45.5,19.2,15.6,32.4,29.8,43.5,41.1,36.8,33.1,67.9,0.5882352941176471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
111.8,100.5,51.1,51.8,16.2,18.8,29.8,29.9,43.0,33.4,32.7,35.0,72.9,0.5757575757575758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
111.0,100.6,48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,33.8,35.5,69.4,0.625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108.7,99.1,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,33.4,34.3,70.2,0.4516129032258064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
102.9,102.6,47.2,49.0,18.0,16.0,26.8,29.8,39.6,40.8,31.0,33.6,68.9,0.3225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108.1,95.3,48.5,47.4,18.9,20.5,37.5,29.5,43.2,38.2,35.4,35.8,71.2,0.7272727272727273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
110.5,102.0,48.0,48.5,15.8,17.3,32.1,34.5,34.1,37.3,32.7,34.2,70.0,0.4411764705882353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
104.4,91.8,48.2,46.1,20.4,19.8,34.1,26.6,39.1,39.9,31.7,33.3,66.6,0.5588235294117647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
112.4,102.5,51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,36.6,35.7,75.2,0.5625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
107.9,95.9,48.1,47.2,18.6,16.7,28.9,28.2,40.7,34.2,31.8,33.6,68.5,0.5757575757575758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108.3,109.4,50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,33.6,38.2,73.4,0.3225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
110.3,100.3,48.8,49.8,19.3,18.8,33.9,30.0,42.8,35.6,34.7,36.3,72.7,0.6111111111111112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
104.1,98.3,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,34.7,31.5,70.2,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
101.3,100.0,45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,30.4,34.4,69.7,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109.3,96.3,46.8,48.6,17.4,19.3,31.8,30.1,42.9,43.3,32.4,35.5,70.8,0.5161290322580645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108.3,95.6,51.2,47.2,21.2,17.4,37.4,31.2,33.3,28.1,32.9,35.2,65.8,0.5161290322580645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
107.5,95.3,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,31.8,33.2,65.6,0.5454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114.2,102.7,54.5,52.7,16.6,19.6,29.2,31.6,32.5,32.7,34.6,35.3,69.5,0.5454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
